"故障编号","故障描述_中文","故障描述_英文","故障等级","偏航等级","延时时间","更改说明及日期","故障代码"
"5701","30201_SC_变频器2设备故障网侧断路器合闸故障","30201_SC_Converter2DEVICEGSCBRRONFLOG","7","0.0","0.0","","30201"
"5702","30202_SC_变频器2设备故障网侧断路器分闸故障","30202_SC_Converter2DEVICEGSCBRROFFFLOG","7","0.0","0.0","","30202"
"5703","30203_SC_变频器2设备故障机侧断路器合闸故障","30203_SC_Converter2DEVICEMSCBRRONFLOG","7","0.0","0.0","","30203"
"5704","30204_SC_变频器2设备故障机侧断路器分闸故障","30204_SC_Converter2DEVICEMSCBRROFFFLOG","7","0.0","0.0","","30204"
"5705","30205_SC_变频器2设备错误柜内风扇拒动","30205_SC_Converter2DEVICECABFANRJTRLOG","7","0.0","0.0","","30205"
"5706","30206_SC_变频器2温度错误网侧模块温度超限","30206_SC_Converter2TEMPGSCOVRLOG","7","0.0","0.0","","30206"
"5707","30207_SC_变频器2温度错误网侧模块温差超限","30207_SC_Converter2TEMPGSCDIFFRLOG","7","0.0","0.0","","30207"
"5708","30208_SC_变频器2温度错误机侧模块温度超限","30208_SC_Converter2TEMPMSCOVRLOG","7","0.0","0.0","","30208"
"5709","30209_SC_变频器2温度错误机侧模块温差超限","30209_SC_Converter2TEMPMSCDIFFRLOG","7","0.0","0.0","","30209"
"5710","30210_SC_变频器2温度错误冷却水温度超限","30210_SC_Converter2TEMPWTRRLOG","7","0.0","0.0","","30210"
"5711","30211_SC_变频器2温度错误功率柜1温度超限","30211_SC_Converter2TEMPPWRCAB1RLOG","7","0.0","0.0","","30211"
"5712","30212_SC_变频器2温度错误功率柜2温度超限","30212_SC_Converter2TEMPPWRCAB2RLOG","7","0.0","0.0","","30212"
"5713","30213_SC_变频器2温度错误开关柜温度超限","30213_SC_Converter2TEMPSCHCABRLOG","7","0.0","0.0","","30213"
"5714","30214_SC_变频器2压力错误冷却水压力低","30214_SC_Converter2PRESWTRLOWRLOG","7","0.0","0.0","","30214"
"5715","30215_SC_变流器1网侧断路器过流","30215_SC_ConverterGridOverCurrent1","7","0.0","0.0","","30215"
"5716","30216_SC_变流器2网侧断路器过流","30216_SC_ConverterGridOverCurrent2","7","0.0","0.0","","30216"
"6001","31001_SC_变频器1低穿激活","31001_SC_Converter1LVRTActive","0","0.0","0.0","","31001"
"6002","31002_SC_变频器1低穿超时","31002_SC_Converter1LVRTOverTime","7","0.0","0.0","","31002"
"6003","31003_SC_变频器1转矩与设定值偏差大","31003_SC_Converter1TorqueDiffMaxWithSetpoint","7","0.0","0.0","","31003"
"6004","31004_SC_变频器1故障","31004_SC_Converter1Fault","7","0.0","0.0","","31004"
"6005","31005_SC_变频器1通讯故障","31005_SC_Converter1CommunicationFault","7","0.0","0.0","","31005"
"6006","31006_SC_变频器1心跳超时","31006_SC_Converter1HeartBit","7","0.0","0.0","","31006"
"6007","31007_SC_变频器1启动超时","31007_SC_Converter1StartUpOverTime","7","0.0","0.0","","31007"
"6008","31008_SC_变频器1硬件检测网侧过压","31008_SC_Converter1GridHardwareOverVoltage","7","0.0","0.0","","31008"
"6009","31009_SC_变频器1硬件检测网侧逆变器过流","31009_SC_Converter1GSIHardwareOverCurrent","7","0.0","0.0","","31009"
"6010","31010_SC_变频器1硬件检测网侧电容过流","31010_SC_Converter1GridCapacitorHardwareOverCurrent","7","0.0","0.0","","31010"
"6011","31011_SC_变频器1硬件检测机侧过压","31011_SC_Converter1SSIHardwareOverVoltage","7","0.0","0.0","","31011"
"6012","31012_SC_变频器1硬件检测机侧过流","31012_SC_Converter1SSIHardwareOverCurrent","7","0.0","0.0","","31012"
"6013","31013_SC_变频器1硬件检测直流母线过压","31013_SC_Converter1UdcHardwareOverVoltage","7","0.0","0.0","","31013"
"6014","31014_SC_变频器1同步信号丢失","31014_SC_Converter1SynchronizationFailure","7","0.0","0.0","","31014"
"6015","31015_SC_变频器1网侧逆变器A相驱动故障","31015_SC_Converter1GSIDriveFaultPhaseA","7","0.0","0.0","","31015"
"6016","31016_SC_变频器1网侧逆变器B相驱动故障","31016_SC_Converter1GSIDriveFaultPhaseB","7","0.0","0.0","","31016"
"6017","31017_SC_变频器1网侧逆变器C相驱动故障","31017_SC_Converter1GSIDriveFaultPhaseC","7","0.0","0.0","","31017"
"6018","31018_SC_变频器1机侧逆变器A相驱动故障","31018_SC_Converter1SSIDriveFaultPhaseA","7","0.0","0.0","","31018"
"6019","31019_SC_变频器1机侧逆变器B相驱动故障","31019_SC_Converter1SSIDriveFaultPhaseB","7","0.0","0.0","","31019"
"6020","31020_SC_变频器1机侧逆变器C相驱动故障","31020_SC_Converter1SSIDriveFaultPhaseC","7","0.0","0.0","","31020"
"6021","31021_SC_变频器1Chopper模块驱动故障","31021_SC_Converter1ChopperDriveFault","7","0.0","0.0","","31021"
"6022","31022_SC_变频器1FPGA中断异常故障","31022_SC_Converter1UnexpectedFPGAInterrupt","7","0.0","0.0","","31022"
"6023","31023_SC_变频器1电网过压","31023_SC_Converter1GridOverVoltage","7","0.0","0.0","","31023"
"6024","31024_SC_变频器1电网欠压","31024_SC_Converter1GridUnderVoltage","7","0.0","0.0","","31024"
"6025","31025_SC_变频器1电网侧电压缺相","31025_SC_Converter1GridVoltageLostPhase","7","0.0","0.0","","31025"
"6026","31026_SC_变频器1电网电压检测异常","31026_SC_Converter1GridVoltageAbnormal","7","0.0","0.0","","31026"
"6027","31027_SC_变频器1电网欠频","31027_SC_Converter1GridUnderFreqency","7","0.0","0.0","","31027"
"6028","31028_SC_变频器1电网超频","31028_SC_Converter1GridOverFreqency","7","0.0","0.0","","31028"
"6029","31029_SC_变频器1电网侧相序接反","31029_SC_Converter1GridPhaseSequenceReversed","7","0.0","0.0","","31029"
"6030","31030_SC_变频器1电网侧A相电流缺相","31030_SC_Converter1GSICurrentLostPhaseA","7","0.0","0.0","","31030"
"6031","31031_SC_变频器1电网侧B相电流缺相","31031_SC_Converter1GSICurrentLostPhaseB","7","0.0","0.0","","31031"
"6032","31032_SC_变频器1电网侧C相电流缺相","31032_SC_Converter1GSICurrentLostPhaseC","7","0.0","0.0","","31032"
"6033","31033_SC_变频器1电网侧A相过流","31033_SC_Converter1GSIOverCurrenctPhaseA","7","0.0","0.0","","31033"
"6034","31034_SC_变频器1电网侧B相过流","31034_SC_Converter1GSIOverCurrenctPhaseB","7","0.0","0.0","","31034"
"6035","31035_SC_变频器1电网侧C相过流","31035_SC_Converter1GSIOverCurrenctPhaseC","7","0.0","0.0","","31035"
"6036","31036_SC_变频器1网侧电流接地故障","31036_SC_Converter1GSICurrentGroundingFault","7","0.0","0.0","","31036"
"6037","31037_SC_变频器1电容电流过流","31037_SC_Converter1GridCapacitorOverCurrent","7","0.0","0.0","","31037"
"6038","31038_SC_变频器1电机侧过压","31038_SC_Converter1MotorOverVoltage","7","0.0","0.0","","31038"
"6039","31039_SC_变频器1电机侧A相过流","31039_SC_Converter1SSIPhaseAOverCurrent","7","0.0","0.0","","31039"
"6040","31040_SC_变频器1电机侧B相过流","31040_SC_Converter1SSIPhaseBOverCurrent","7","0.0","0.0","","31040"
"6041","31041_SC_变频器1电机侧C相过流","31041_SC_Converter1SSIPhaseCOverCurrent","7","0.0","0.0","","31041"
"6042","31042_SC_变频器1电机电压缺相","31042_SC_Converter1MotorVoltageLostPhase","7","0.0","0.0","","31042"
"6043","31043_SC_变频器1电机相序接反","31043_SC_Converter1MotorPhaseSequenceReversed","7","0.0","0.0","","31043"
"6044","31044_SC_变频器1机侧电流接地故障","31044_SC_Converter1MotorCurrentGroundingFault","7","0.0","0.0","","31044"
"6045","31045_SC_变频器1电机超速无法合闸故障","31045_SC_Converter1MotorOverSpeedUnableToCloseBreaker","7","0.0","0.0","","31045"
"6046","31046_SC_变频器1超速","31046_SC_Converter1MotorOverSpeed","7","0.0","0.0","","31046"
"6047","31047_SC_变频器1欠速","31047_SC_Converter1MotorUnderSpeed","7","0.0","0.0","","31047"
"6048","31048_SC_变频器1急停","31048_SC_Converter1EmergencyStop","7","0.0","0.0","","31048"
"6049","31049_SC_变频器1软件急停","31049_SC_Converter1SoftwareEmergencyStop","7","0.0","0.0","","31049"
"6050","31050_SC_变频器1主控安全链断开","31050_SC_Converter1McSafetyChainOpen","7","0.0","0.0","","31050"
"6051","31051_SC_变频器1UPS故障","31051_SC_Converter1UPSFault","7","0.0","0.0","","31051"
"6052","31052_SC_变频器1UPS电池故障","31052_SC_Converter1UPSBatteryFault","7","0.0","0.0","","31052"
"6053","31053_SC_变频器1网侧1熔丝故障","31053_SC_Converter1GSI1FuseFault","7","0.0","0.0","","31053"
"6054","31054_SC_变频器1网侧2熔丝故障","31054_SC_Converter1GSI2FuseFault","7","0.0","0.0","","31054"
"6055","31055_SC_变频器1功率柜过温故障","31055_SC_Converter1PowerCabinetOverTemperatureFault","7","0.0","0.0","","31055"
"6056","31056_SC_变频器1控制柜过温故障","31056_SC_Converter1ControlCabinetOverTemperatureFault","7","0.0","0.0","","31056"
"6057","31057_SC_变频器1网侧电抗过温故障","31057_SC_Converter1GSIReactorOverTemperatureFault","7","0.0","0.0","","31057"
"6058","31058_SC_变频器1机侧电抗过温故障","31058_SC_Converter1SSIReactorOverTemperatureFault","7","0.0","0.0","","31058"
"6059","31059_SC_变频器1主水管水温过温故障","31059_SC_Converter1MainWaterPipeOverTemperatureFault","7","0.0","0.0","","31059"
"6060","31060_SC_变频器1变流器湿度大故障","31060_SC_Converter1ConverterOverHumidityFault","7","0.0","0.0","","31060"
"6061","31061_SC_变频器1滤波电容过温故障","31061_SC_Converter1GridCapacitorOverTemperatureFault","7","0.0","0.0","","31061"
"6062","31062_SC_变频器1网侧功率模组A相高温故障","31062_SC_Converter1GSIPhaseAPowerModuleOverTemperatureFault","7","0.0","0.0","","31062"
"6063","31063_SC_变频器1网侧功率模组B相高温故障","31063_SC_Converter1GSIPhaseBPowerModuleOverTemperatureFault","7","0.0","0.0","","31063"
"6064","31064_SC_变频器1网侧功率模组C相高温故障","31064_SC_Converter1GSIPhaseCPowerModuleOverTemperatureFault","7","0.0","0.0","","31064"
"6065","31065_SC_变频器1机侧功率模组A相高温故障","31065_SC_Converter1SSIPhaseAPowerModuleOverTemperatureFault","7","0.0","0.0","","31065"
"6066","31066_SC_变频器1机侧功率模组B相高温故障","31066_SC_Converter1SSIPhaseBPowerModuleOverTemperatureFault","7","0.0","0.0","","31066"
"6067","31067_SC_变频器1机侧功率模组C相高温故障","31067_SC_Converter1SSIPhaseCPowerModuleOverTemperatureFault","7","0.0","0.0","","31067"
"6068","31068_SC_变频器1主水管压力低故障","31068_SC_Converter1MainWaterPipeUnderPressureFault","7","0.0","0.0","","31068"
"6069","31069_SC_变频器1主水管压力高故障","31069_SC_Converter1MainWaterPipeOverPressureFault","7","0.0","0.0","","31069"
"6070","31070_SC_变频器1网侧开关合闸故障","31070_SC_Converter1GSIBreakerCloseFault","7","0.0","0.0","","31070"
"6071","31071_SC_变频器1网侧开关分闸故障","31071_SC_Converter1GSIBreakerOpenFault","7","0.0","0.0","","31071"
"6072","31072_SC_变频器1网侧开关意外合闸故障","31072_SC_Converter1GSIBreakerCloseUnexpectedly","7","0.0","0.0","","31072"
"6073","31073_SC_变频器1网侧开关意外分闸故障","31073_SC_Converter1GSIBreakerOpenUnexpectedly","7","0.0","0.0","","31073"
"6074","31074_SC_变频器1机侧开关合闸故障","31074_SC_Converter1SSIBreakerCloseFault","7","0.0","0.0","","31074"
"6075","31075_SC_变频器1机侧开关分闸故障","31075_SC_Converter1SSIBreakerOpenFault","7","0.0","0.0","","31075"
"6076","31076_SC_变频器1机侧开关意外合闸故障","31076_SC_Converter1SSIBreakerCloseUnexpectedly","7","0.0","0.0","","31076"
"6077","31077_SC_变频器1机侧开关意外分闸故障","31077_SC_Converter1SSIBreakerOpenUnexpectedly","7","0.0","0.0","","31077"
"6078","31078_SC_变频器1内部通讯故障","31078_SC_Converter1InnerCommunicationFault","7","0.0","0.0","","31078"
"6079","31079_SC_变频器1外部通讯故障","31079_SC_Converter1OuterCommunicationFault","7","0.0","0.0","","31079"
"6080","31080_SC_变频器1参数操作异常","31080_SC_Converter1UnexpectedParameterOperation","7","0.0","0.0","","31080"
"6081","31081_SC_变频器1总体控制器故障","31081_SC_Converter1ConverterMasterFault","7","0.0","0.0","","31081"
"6082","31082_SC_变频器1变流器内部故障","31082_SC_Converter1ConverterInternalFault","7","0.0","0.0","","31082"
"6083","31083_SC_变频器1机舱机侧开关故障","31083_SC_Converter1ExternalMotorBreakerFault","7","0.0","0.0","","31083"
"6084","31084_SC_变频器1充电故障","31084_SC_Converter1ChargeFault","7","0.0","0.0","","31084"
"6085","31085_SC_变频器1直流母线过压","31085_SC_Converter1UdcOverVoltage","7","0.0","0.0","","31085"
"6086","31086_SC_变频器1直流母线欠压","31086_SC_Converter1UdcUnderVoltage","7","0.0","0.0","","31086"
"6087","31087_SC_变频器1直流母线严重过压","31087_SC_Converter1UdcSeriousOverVoltage","7","0.0","0.0","","31087"
"6088","31088_SC_变频器1缓停机时间过长","31088_SC_Converter1SlowlyStopOverTime","7","0.0","0.0","","31088"
"6089","31089_SC_变频器1FRT状态机超时","31089_SC_Converter1FRTStateMachineOverTime","7","0.0","0.0","","31089"
"6090","31090_SC_变频器1故障穿越超出曲线","31090_SC_Converter1FRTOverCurve","7","0.0","0.0","","31090"
"6091","31091_SC_变频器1变流器带电导致逻辑测试失败","31091_SC_Converter1LogicTestFailedGridPowerOn","7","0.0","0.0","","31091"
"6092","31092_SC_变频器1变流器内部报警","31092_SC_Converter1ConverterInternalAlarm","7","0.0","0.0","","31092"
"6093","31093_SC_变频器1网侧滤波电容缺相报警","31093_SC_Converter1GridCapacitorLossPhaseAlarm","7","0.0","0.0","","31093"
"6094","31094_SC_变频器1chopper电路开通时间过长","31094_SC_Converter1ChopperWorkOverTime","7","0.0","0.0","","31094"
"6095","31095_SC_变频器1UPS市电异常","31095_SC_Converter1UnexpectedUPSPowerInput","7","0.0","0.0","","31095"
"6096","31096_SC_变频器1水风换热风扇异常","31096_SC_Converter1CoolingFanAlarm","7","0.0","0.0","","31096"
"6097","31097_SC_变频器1网侧防雷器异常","31097_SC_Converter1GSIArresterAlarm","7","0.0","0.0","","31097"
"6098","31098_SC_变频器1机侧防雷器异常","31098_SC_Converter1SSIArresterAlarm","7","0.0","0.0","","31098"
"6099","31099_SC_变频器1400V防雷器异常","31099_SC_Converter1400VArresterAlarm","7","0.0","0.0","","31099"
"6100","31100_SC_变频器1功率柜过温报警","31100_SC_Converter1PowerCabinetOverTemperatureAlarm","7","0.0","0.0","","31100"
"6101","31101_SC_变频器1功率柜低温报警","31101_SC_Converter1PowerCabinetUnderTemperatureAlarm","7","0.0","0.0","","31101"
"6102","31102_SC_变频器1控制柜过温报警","31102_SC_Converter1ControlCabinetOverTemperatureAlarm","7","0.0","0.0","","31102"
"6103","31103_SC_变频器1控制柜低温报警","31103_SC_Converter1ControlCabinetUnderTemperatureAlarm","7","0.0","0.0","","31103"
"6104","31104_SC_变频器1滤波电容过温报警","31104_SC_Converter1GridCapacitorOverTemperatureAlarm","7","0.0","0.0","","31104"
"6105","31105_SC_变频器1主水管水温过温报警","31105_SC_Converter1MainWaterPipeOverTemperatureAlarm","7","0.0","0.0","","31105"
"6106","31106_SC_变频器1主水管水温低温报警","31106_SC_Converter1MainWaterPipeUnderTemperatureAlarm","7","0.0","0.0","","31106"
"6107","31107_SC_变频器1变流器湿度大报警","31107_SC_Converter1OverHumidityAlarm","7","0.0","0.0","","31107"
"6108","31108_SC_变频器1主水管压力高报警","31108_SC_Converter1MainWaterPipeOverPressureAlarm","7","0.0","0.0","","31108"
"6109","31109_SC_变频器1网侧功率模组A相高温报警","31109_SC_Converter1GSIPhaseAPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31109"
"6110","31110_SC_变频器1网侧功率模组B相高温报警","31110_SC_Converter1GSIPhaseBPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31110"
"6111","31111_SC_变频器1网侧功率模组C相高温报警","31111_SC_Converter1GSIPhaseCPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31111"
"6112","31112_SC_变频器1网侧功率模组A相低温报警","31112_SC_Converter1GSIPhaseAPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31112"
"6113","31113_SC_变频器1网侧功率模组B相低温报警","31113_SC_Converter1GSIPhaseBPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31113"
"6114","31114_SC_变频器1网侧功率模组C相低温报警","31114_SC_Converter1GSIPhaseCPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31114"
"6115","31115_SC_变频器1机侧功率模组A相高温报警","31115_SC_Converter1SSIPhaseAPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31115"
"6116","31116_SC_变频器1机侧功率模组B相高温报警","31116_SC_Converter1SSIPhaseBPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31116"
"6117","31117_SC_变频器1机侧功率模组C相高温报警","31117_SC_Converter1SSIPhaseCPowerModuleOverTemperatureAlarm","7","0.0","0.0","","31117"
"6118","31118_SC_变频器1机侧功率模组A相低温报警","31118_SC_Converter1SSIPhaseAPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31118"
"6119","31119_SC_变频器1机侧功率模组B相低温报警","31119_SC_Converter1SSIPhaseBPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31119"
"6120","31120_SC_变频器1机侧功率模组C相低温报警","31120_SC_Converter1SSIPhaseCPowerModuleUnderTemperatureAlarm","7","0.0","0.0","","31120"
"6121","31121_SC_变频器2低穿激活","31121_SC_Converter2LVRTActive","0","0.0","0.0","","31121"
"6122","31122_SC_变频器2低穿超时","31122_SC_Converter2LVRTOverTime","7","0.0","0.0","","31122"
"6123","31123_SC_变频器2转矩与设定值偏差大","31123_SC_Converter2TorqueDiffMaxWithSetpoint","7","0.0","0.0","","31123"
"6124","31124_SC_变频器2故障","31124_SC_Converter2Fault","7","0.0","0.0","","31124"
"6125","31125_SC_变频器2通讯故障","31125_SC_Converter2CommunicationFault","7","0.0","0.0","","31125"
"6126","31126_SC_变频器2心跳超时","31126_SC_Converter2HeartBit","7","0.0","0.0","","31126"
"6127","31127_SC_变频器2启动超时","31127_SC_Converter2StartUpOverTime","7","0.0","0.0","","31127"
"6128","31128_SC_变频器2硬件检测网侧过压","31128_SC_Converter2GridHardwareOverVoltage","7","0.0","0.0","","31128"
"6129","31129_SC_变频器2硬件检测网侧逆变器过流","31129_SC_Converter2GSIHardwareOverCurrent","7","0.0","0.0","","31129"
"6130","31130_SC_变频器2硬件检测网侧电容过流","31130_SC_Converter2GridCapacitorHardwareOverCurrent","7","0.0","0.0","","31130"
"6131","31131_SC_变频器2硬件检测机侧过压","31131_SC_Converter2SSIHardwareOverVoltage","7","0.0","0.0","","31131"
"6132","31132_SC_变频器2硬件检测机侧过流","31132_SC_Converter2SSIHardwareOverCurrent","7","0.0","0.0","","31132"
"6133","31133_SC_变频器2硬件检测直流母线过压","31133_SC_Converter2UdcHardwareOverVoltage","7","0.0","0.0","","31133"
"6134","31134_SC_变频器2同步信号丢失","31134_SC_Converter2SynchronizationFailure","7","0.0","0.0","","31134"
"6135","31135_SC_变频器2网侧逆变器A相驱动故障","31135_SC_Converter2GSIDriveFaultPhaseA","7","0.0","0.0","","31135"
"6136","31136_SC_变频器2网侧逆变器B相驱动故障","31136_SC_Converter2GSIDriveFaultPhaseB","7","0.0","0.0","","31136"
"6137","31137_SC_变频器2网侧逆变器C相驱动故障","31137_SC_Converter2GSIDriveFaultPhaseC","7","0.0","0.0","","31137"
"6138","31138_SC_变频器2机侧逆变器A相驱动故障","31138_SC_Converter2SSIDriveFaultPhaseA","7","0.0","0.0","","31138"
"6139","31139_SC_变频器2机侧逆变器B相驱动故障","31139_SC_Converter2SSIDriveFaultPhaseB","7","0.0","0.0","","31139"
"6140","31140_SC_变频器2机侧逆变器C相驱动故障","31140_SC_Converter2SSIDriveFaultPhaseC","7","0.0","0.0","","31140"
"6141","31141_SC_变频器2Chopper模块驱动故障","31141_SC_Converter2ChopperDriveFault","7","0.0","0.0","","31141"
"6142","31142_SC_变频器2FPGA中断异常故障","31142_SC_Converter2UnexpectedFPGAInterrupt","7","0.0","0.0","","31142"
"6143","31143_SC_变频器2电网过压","31143_SC_Converter2GridOverVoltage","7","0.0","0.0","","31143"
"6144","31144_SC_变频器2电网欠压","31144_SC_Converter2GridUnderVoltage","7","0.0","0.0","","31144"
"6145","31145_SC_变频器2电网侧电压缺相","31145_SC_Converter2GridVoltageLostPhase","7","0.0","0.0","","31145"
"6146","31146_SC_变频器2电网电压检测异常","31146_SC_Converter2GridVoltageAbnormal","7","0.0","0.0","","31146"
"6147","31147_SC_变频器2电网欠频","31147_SC_Converter2GridUnderFreqency","7","0.0","0.0","","31147"
"6148","31148_SC_变频器2电网超频","31148_SC_Converter2GridOverFreqency","7","0.0","0.0","","31148"
"6149","31149_SC_变频器2电网侧相序接反","31149_SC_Converter2GridPhaseSequenceReversed","7","0.0","0.0","","31149"
"6150","31150_SC_变频器2电网侧A相电流缺相","31150_SC_Converter2GSICurrentLostPhaseA","7","0.0","0.0","","31150"
"6151","31151_SC_变频器2电网侧B相电流缺相","31151_SC_Converter2GSICurrentLostPhaseB","7","0.0","0.0","","31151"
"6152","31152_SC_变频器2电网侧C相电流缺相","31152_SC_Converter2GSICurrentLostPhaseC","7","0.0","0.0","","31152"
"6153","31153_SC_变频器2电网侧A相过流","31153_SC_Converter2GSIOverCurrenctPhaseA","7","0.0","0.0","","31153"
"6154","31154_SC_变频器2电网侧B相过流","31154_SC_Converter2GSIOverCurrenctPhaseB","7","0.0","0.0","","31154"
"6155","31155_SC_变频器2电网侧C相过流","31155_SC_Converter2GSIOverCurrenctPhaseC","7","0.0","0.0","","31155"
"6156","31156_SC_变频器2网侧电流接地故障","31156_SC_Converter2GSICurrentGroundingFault","7","0.0","0.0","","31156"
"6157","31157_SC_变频器2电容电流过流","31157_SC_Converter2GridCapacitorOverCurrent","7","0.0","0.0","","31157"
"6158","31158_SC_变频器2电机侧过压","31158_SC_Converter2MotorOverVoltage","7","0.0","0.0","","31158"
"6159","31159_SC_变频器2电机侧A相过流","31159_SC_Converter2SSIPhaseAOverCurrent","7","0.0","0.0","","31159"
"6160","31160_SC_变频器2电机侧B相过流","31160_SC_Converter2SSIPhaseBOverCurrent","7","0.0","0.0","","31160"
"6161","31161_SC_变频器2电机侧C相过流","31161_SC_Converter2SSIPhaseCOverCurrent","7","0.0","0.0","","31161"
"6162","31162_SC_变频器2电机电压缺相","31162_SC_Converter2MotorVoltageLostPhase","7","0.0","0.0","","31162"
"6163","31163_SC_变频器2电机相序接反","31163_SC_Converter2MotorPhaseSequenceReversed","7","0.0","0.0","","31163"
"6164","31164_SC_变频器2机侧电流接地故障","31164_SC_Converter2MotorCurrentGroundingFault","7","0.0","0.0","","31164"
"6165","31165_SC_变频器2电机超速无法合闸故障","31165_SC_Converter2MotorOverSpeedUnableToCloseBreaker","7","0.0","0.0","","31165"
"6166","31166_SC_变频器2超速","31166_SC_Converter2MotorOverSpeed","7","0.0","0.0","","31166"
"6167","31167_SC_变频器2欠速","31167_SC_Converter2MotorUnderSpeed","7","0.0","0.0","","31167"
"6168","31168_SC_变频器2急停","31168_SC_Converter2EmergencyStop","7","0.0","0.0","","31168"
"6169","31169_SC_变频器2软件急停","31169_SC_Converter2SoftwareEmergencyStop","7","0.0","0.0","","31169"
"6170","31170_SC_变频器2主控安全链断开","31170_SC_Converter2McSafetyChainOpen","7","0.0","0.0","","31170"
"6171","31171_SC_变频器2UPS故障","31171_SC_Converter2UPSFault","7","0.0","0.0","","31171"
"6172","31172_SC_变频器2UPS电池故障","31172_SC_Converter2UPSBatteryFault","7","0.0","0.0","","31172"
"6173","31173_SC_变频器2网侧1熔丝故障","31173_SC_Converter2GSI1FuseFault","7","0.0","0.0","","31173"
"6174","31174_SC_变频器2网侧2熔丝故障","31174_SC_Converter2GSI2FuseFault","7","0.0","0.0","","31174"
"6175","31175_SC_变频器2功率柜过温故障","31175_SC_Converter2PowerCabinetOverTemperatureFault","7","0.0","0.0","","31175"
"6176","31176_SC_变频器2控制柜过温故障","31176_SC_Converter2ControlCabinetOverTemperatureFault","7","0.0","0.0","","31176"
"6177","31177_SC_变频器2网侧电抗过温故障","31177_SC_Converter2GSIReactorOverTemperatureFault","7","0.0","0.0","","31177"
"6178","31178_SC_变频器2机侧电抗过温故障","31178_SC_Converter2SSIReactorOverTemperatureFault","7","0.0","0.0","","31178"
"6179","31179_SC_变频器2主水管水温过温故障","31179_SC_Converter2MainWaterPipeOverTemperatureFault","7","0.0","0.0","","31179"
"6180","31180_SC_变频器2变流器湿度大故障","31180_SC_Converter2ConverterOverHumidityFault","7","0.0","0.0","","31180"
"6181","31181_SC_变频器2滤波电容过温故障","31181_SC_Converter2GridCapacitorOverTemperatureFault","7","0.0","0.0","","31181"
"6182","31182_SC_变频器2网侧功率模组A相高温故障","31182_SC_Converter2GSIPhaseAPowerModuleOverTemperatureFault","7","0.0","0.0","","31182"
"6183","31183_SC_变频器2网侧功率模组B相高温故障","31183_SC_Converter2GSIPhaseBPowerModuleOverTemperatureFault","7","0.0","0.0","","31183"
"6184","31184_SC_变频器2网侧功率模组C相高温故障","31184_SC_Converter2GSIPhaseCPowerModuleOverTemperatureFault","7","0.0","0.0","","31184"
"6185","31185_SC_变频器2机侧功率模组A相高温故障","31185_SC_Converter2SSIPhaseAPowerModuleOverTemperatureFault","7","0.0","0.0","","31185"
"6186","31186_SC_变频器2机侧功率模组B相高温故障","31186_SC_Converter2SSIPhaseBPowerModuleOverTemperatureFault","7","0.0","0.0","","31186"
"6187","31187_SC_变频器2机侧功率模组C相高温故障","31187_SC_Converter2SSIPhaseCPowerModuleOverTemperatureFault","7","0.0","0.0","","31187"
"6188","31188_SC_变频器2主水管压力低故障","31188_SC_Converter2MainWaterPipeUnderPressureFault","7","0.0","0.0","","31188"
"6189","31189_SC_变频器2主水管压力高故障","31189_SC_Converter2MainWaterPipeOverPressureFault","7","0.0","0.0","","31189"
"6190","31190_SC_变频器2网侧开关合闸故障","31190_SC_Converter2GSIBreakerCloseFault","7","0.0","0.0","","31190"
"6191","31191_SC_变频器2网侧开关分闸故障","31191_SC_Converter2GSIBreakerOpenFault","7","0.0","0.0","","31191"
"6192","31192_SC_变频器2网侧开关意外合闸故障","31192_SC_Converter2GSIBreakerCloseUnexpectedly","7","0.0","0.0","","31192"
"6193","31193_SC_变频器2网侧开关意外分闸故障","31193_SC_Converter2GSIBreakerOpenUnexpectedly","7","0.0","0.0","","31193"
"6194","31194_SC_变频器2机侧开关合闸故障","31194_SC_Converter2SSIBreakerCloseFault","7","0.0","0.0","","31194"
"6195","31195_SC_变频器2机侧开关分闸故障","31195_SC_Converter2SSIBreakerOpenFault","7","0.0","0.0","","31195"
"6196","31196_SC_变频器2机侧开关意外合闸故障","31196_SC_Converter2SSIBreakerCloseUnexpectedly","7","0.0","0.0","","31196"
"6197","31197_SC_变频器2机侧开关意外分闸故障","31197_SC_Converter2SSIBreakerOpenUnexpectedly","7","0.0","0.0","","31197"
"6198","31198_SC_变频器2内部通讯故障","31198_SC_Converter2InnerCommunicationFault","7","0.0","0.0","","31198"
"6199","31199_SC_变频器2外部通讯故障","31199_SC_Converter2OuterCommunicationFault","7","0.0","0.0","","31199"
"6200","31200_SC_变频器2参数操作异常","31200_SC_Converter2UnexpectedParameterOperation","7","0.0","0.0","","31200"
"6201","31201_SC_变频器2总体控制器故障","31201_SC_Converter2ConverterMasterFault","7","0.0","0.0","","31201"
